event,occurrence,microseconds
dataset_materialize,1,1667
dataset_prepare,1,3194
load_predict_batch,1,16454
load_predict_batch,2,12498
load_predict_batch,3,9078
load_predict_batch,4,7777
load_predict_batch,5,7978
load_predict_batch,6,14023
load_predict_batch,7,8607
load_predict_batch,8,9418
load_predict_batch,9,8340
load_predict_batch,10,9761
load_predict_batch,11,8790
load_predict_batch,12,11208
load_predict_batch,13,7444
load_predict_batch,14,9451
load_predict_batch,15,6684
load_predict_batch,16,9385
load_predict_batch,17,6714
load_predict_batch,18,6623
load_predict_batch,19,8836
load_predict_batch,20,7121
load_predict_batch,21,6900
load_predict_batch,22,7076
load_predict_batch,23,6494
load_predict_batch,24,6862
load_predict_batch,25,7001
load_predict_batch,26,9213
load_predict_batch,27,6890
load_predict_batch,28,9707
load_predict_batch,29,6998
load_predict_batch,30,6552
load_predict_batch,31,6468
load_predict_batch,32,9325
load_predict_batch,33,6838
load_predict_batch,34,6458
load_predict_batch,35,9022
load_predict_batch,36,6770
load_predict_batch,37,9382
load_predict_batch,38,6533
load_predict_batch,39,5537
load_predict_batch,40,5240
load_predict_batch,41,4931
load_predict_batch,42,5022
load_predict_batch,43,4747
load_predict_batch,44,5168
load_predict_batch,45,4978
load_predict_batch,46,5007
load_predict_batch,47,5424
load_predict_batch,48,5446
load_predict_batch,49,5295
load_predict_batch,50,5531
load_predict_batch,51,5375
load_predict_batch,52,5811
load_predict_batch,53,5635
load_predict_batch,54,9188
load_predict_batch,55,9038
load_predict_batch,56,8871
load_predict_batch,57,8596
load_predict_batch,58,8999
load_predict_batch,59,8671
load_predict_batch,60,8479
load_predict_batch,61,8114
load_predict_batch,62,8762
load_predict_batch,63,8833
load_predict_batch,64,8358
load_predict_batch,65,8803
load_predict_batch,66,8766
load_predict_batch,67,8824
load_predict_batch,68,8492
load_predict_batch,69,8493
load_predict_batch,70,8193
load_predict_batch,71,8482
load_predict_batch,72,8847
load_predict_batch,73,8910
load_predict_batch,74,8787
load_predict_batch,75,8276
load_predict_batch,76,8247
load_predict_batch,77,5775
load_predict_batch,78,9096
load_predict_batch,79,9231
load_predict_batch,80,8877
load_predict_batch,81,10083
load_predict_batch,82,9222
load_predict_batch,83,9044
load_predict_batch,84,8706
load_predict_batch,85,9025
load_predict_batch,86,9336
load_predict_batch,87,8832
load_predict_batch,88,9656
load_predict_batch,89,10558
load_predict_batch,90,8574
load_predict_batch,91,14740
load_predict_batch,92,15201
load_predict_batch,93,9484
load_predict_batch,94,10231
load_predict_batch,95,9903
load_predict_batch,96,11580
load_predict_batch,97,9862
load_predict_batch,98,9544
load_predict_batch,99,10908
load_predict_batch,100,10218
load_predict_batch,101,9842
load_predict_batch,102,9143
load_predict_batch,103,9262
load_predict_batch,104,11124
load_predict_batch,105,9297
load_predict_batch,106,11570
load_predict_batch,107,10381
load_predict_batch,108,9738
load_predict_batch,109,10450
load_predict_batch,110,10682
load_predict_batch,111,10246
load_predict_batch,112,9482
load_predict_batch,113,10157
load_predict_batch,114,10380
load_predict_batch,115,9668
load_predict_batch,116,9661
load_predict_batch,117,10217
load_predict_batch,118,11065
load_predict_batch,119,9323
load_predict_batch,120,9479
load_predict_batch,121,9689
load_predict_batch,122,10350
load_predict_batch,123,9956
load_predict_batch,124,9655
load_predict_batch,125,9553
load_predict_batch,126,9095
load_predict_batch,127,9408
load_predict_batch,128,9109
load_predict_batch,129,9769
load_predict_batch,130,9310
load_predict_batch,131,9193
load_predict_batch,132,10186
load_predict_batch,133,9595
load_predict_batch,134,9637
load_predict_batch,135,8926
load_predict_batch,136,4890
load_predict_batch,137,7368
load_predict_batch,138,9915
load_predict_batch,139,8834
load_predict_batch,140,9659
load_predict_batch,141,9238
load_predict_batch,142,8979
load_predict_batch,143,9041
load_predict_batch,144,9134
load_predict_batch,145,7825
load_predict_batch,146,8930
load_predict_batch,147,9003
load_predict_batch,148,8698
load_predict_batch,149,8884
load_predict_batch,150,8789
load_predict_batch,151,8728
load_predict_batch,152,8913
load_predict_batch,153,8432
load_predict_batch,154,8865
load_predict_batch,155,8993
load_predict_batch,156,8893
load_predict_batch,157,9140
load_predict_batch,158,9435
load_predict_batch,159,9204
load_predict_batch,160,8789
load_predict_batch,161,9301
load_predict_batch,162,8754
load_predict_batch,163,9224
load_predict_batch,164,9006
load_predict_batch,165,8812
load_predict_batch,166,8758
load_predict_batch,167,9207
load_predict_batch,168,9214
load_predict_batch,169,9056
load_predict_batch,170,9285
load_predict_batch,171,9213
load_predict_batch,172,9034
load_predict_batch,173,9189
load_predict_batch,174,8928
load_predict_batch,175,9143
load_predict_batch,176,8649
load_predict_batch,177,8541
load_predict_batch,178,9044
load_predict_batch,179,8381
load_predict_batch,180,8689
load_predict_batch,181,8807
load_predict_batch,182,8712
load_predict_batch,183,8972
load_predict_batch,184,8918
load_predict_batch,185,8919
load_predict_batch,186,8796
load_predict_batch,187,9228
load_predict_batch,188,9224
load_predict_batch,189,9239
load_predict_batch,190,9354
load_predict_batch,191,8367
load_predict_batch,192,9083
load_predict_batch,193,8871
load_predict_batch,194,8824
load_predict_batch,195,8706
load_predict_batch,196,9266
load_predict_batch,197,8771
load_predict_batch,198,9277
load_predict_batch,199,9018
load_predict_batch,200,8537
load_predict_batch,201,8857
load_predict_batch,202,9033
load_predict_batch,203,9287
load_predict_batch,204,9036
load_predict_batch,205,9012
load_predict_batch,206,13973
load_predict_batch,207,13319
load_predict_batch,208,9019
load_predict_batch,209,9055
load_predict_batch,210,8594
load_predict_batch,211,8457
load_predict_batch,212,9117
load_predict_batch,213,9043
load_predict_batch,214,9461
load_predict_batch,215,8580
load_predict_batch,216,8901
load_predict_batch,217,9027
load_predict_batch,218,8494
load_predict_batch,219,8154
load_predict_batch,220,9380
load_predict_batch,221,8841
load_predict_batch,222,8784
load_predict_batch,223,8463
load_predict_batch,224,8801
load_predict_batch,225,8829
load_predict_batch,226,8445
load_predict_batch,227,8138
load_predict_batch,228,8959
load_predict_batch,229,8828
load_predict_batch,230,8774
load_predict_batch,231,8794
load_predict_batch,232,9288
load_predict_batch,233,9357
load_predict_batch,234,8741
load_predict_batch,235,9169
load_predict_batch,236,8635
load_predict_batch,237,8819
load_predict_batch,238,8588
load_predict_batch,239,8792
load_predict_batch,240,8963
load_predict_batch,241,8928
load_predict_batch,242,8746
