event,occurrence,microseconds
dataset_materialize,1,1654
dataset_prepare,1,3282
load_predict_batch,1,16070
load_predict_batch,2,13073
load_predict_batch,3,13927
load_predict_batch,4,9866
load_predict_batch,5,9323
load_predict_batch,6,9047
load_predict_batch,7,8549
load_predict_batch,8,8869
load_predict_batch,9,8595
load_predict_batch,10,9045
load_predict_batch,11,8431
load_predict_batch,12,8575
load_predict_batch,13,8791
load_predict_batch,14,8980
load_predict_batch,15,9064
load_predict_batch,16,8286
load_predict_batch,17,8568
load_predict_batch,18,8572
load_predict_batch,19,9364
load_predict_batch,20,8877
load_predict_batch,21,8248
load_predict_batch,22,8902
load_predict_batch,23,8279
load_predict_batch,24,9189
load_predict_batch,25,8724
load_predict_batch,26,8303
load_predict_batch,27,8918
load_predict_batch,28,8363
load_predict_batch,29,9241
load_predict_batch,30,9678
load_predict_batch,31,8062
load_predict_batch,32,9066
load_predict_batch,33,8617
load_predict_batch,34,9078
load_predict_batch,35,9336
load_predict_batch,36,9261
load_predict_batch,37,8781
load_predict_batch,38,9132
load_predict_batch,39,8694
load_predict_batch,40,8785
load_predict_batch,41,8211
load_predict_batch,42,8490
load_predict_batch,43,8869
load_predict_batch,44,8615
load_predict_batch,45,8165
load_predict_batch,46,9195
load_predict_batch,47,8826
load_predict_batch,48,8997
load_predict_batch,49,8197
load_predict_batch,50,8515
load_predict_batch,51,11416
load_predict_batch,52,6262
load_predict_batch,53,8732
load_predict_batch,54,6207
load_predict_batch,55,8503
load_predict_batch,56,6961
load_predict_batch,57,6018
load_predict_batch,58,9182
load_predict_batch,59,8492
load_predict_batch,60,8200
load_predict_batch,61,9252
load_predict_batch,62,8840
load_predict_batch,63,8513
load_predict_batch,64,9060
load_predict_batch,65,8789
load_predict_batch,66,8510
load_predict_batch,67,10192
load_predict_batch,68,8943
load_predict_batch,69,8877
load_predict_batch,70,8762
load_predict_batch,71,9033
load_predict_batch,72,9762
load_predict_batch,73,8732
load_predict_batch,74,8666
load_predict_batch,75,9021
load_predict_batch,76,8893
load_predict_batch,77,8770
load_predict_batch,78,8794
load_predict_batch,79,8792
load_predict_batch,80,8678
load_predict_batch,81,8858
load_predict_batch,82,8707
load_predict_batch,83,9054
load_predict_batch,84,8717
load_predict_batch,85,8726
load_predict_batch,86,8453
load_predict_batch,87,9128
load_predict_batch,88,9480
load_predict_batch,89,8821
load_predict_batch,90,8800
load_predict_batch,91,8906
load_predict_batch,92,9653
load_predict_batch,93,8776
load_predict_batch,94,9226
load_predict_batch,95,9290
load_predict_batch,96,9132
load_predict_batch,97,8691
load_predict_batch,98,7993
load_predict_batch,99,9477
