event,occurrence,microseconds
dataset_materialize,1,1563
dataset_prepare,1,3500
load_predict_batch,1,10253
load_predict_batch,2,8310
load_predict_batch,3,14006
load_predict_batch,4,11210
load_predict_batch,5,9573
load_predict_batch,6,6832
load_predict_batch,7,5998
load_predict_batch,8,6787
load_predict_batch,9,6254
load_predict_batch,10,6904
load_predict_batch,11,6388
load_predict_batch,12,5552
load_predict_batch,13,9291
load_predict_batch,14,8457
load_predict_batch,15,8543
load_predict_batch,16,8354
load_predict_batch,17,8810
load_predict_batch,18,8448
load_predict_batch,19,9019
load_predict_batch,20,8813
load_predict_batch,21,8148
load_predict_batch,22,8961
load_predict_batch,23,8798
load_predict_batch,24,9429
load_predict_batch,25,9173
load_predict_batch,26,8765
load_predict_batch,27,8635
load_predict_batch,28,8330
load_predict_batch,29,7919
load_predict_batch,30,8774
load_predict_batch,31,8925
load_predict_batch,32,8701
load_predict_batch,33,8504
load_predict_batch,34,8556
load_predict_batch,35,8549
load_predict_batch,36,8501
load_predict_batch,37,7466
load_predict_batch,38,9152
load_predict_batch,39,9571
load_predict_batch,40,8951
load_predict_batch,41,8160
load_predict_batch,42,8466
load_predict_batch,43,8541
load_predict_batch,44,8354
load_predict_batch,45,8614
load_predict_batch,46,8589
load_predict_batch,47,8329
load_predict_batch,48,7522
load_predict_batch,49,9083
load_predict_batch,50,8814
load_predict_batch,51,8667
load_predict_batch,52,8197
load_predict_batch,53,8473
load_predict_batch,54,8478
load_predict_batch,55,8867
load_predict_batch,56,8541
load_predict_batch,57,8545
load_predict_batch,58,8126
load_predict_batch,59,7229
load_predict_batch,60,9238
load_predict_batch,61,8555
load_predict_batch,62,8567
load_predict_batch,63,8507
load_predict_batch,64,8518
load_predict_batch,65,8340
load_predict_batch,66,8492
load_predict_batch,67,8537
load_predict_batch,68,8567
load_predict_batch,69,8244
load_predict_batch,70,7953
load_predict_batch,71,8702
load_predict_batch,72,6043
load_predict_batch,73,5503
load_predict_batch,74,6041
load_predict_batch,75,5877
load_predict_batch,76,5876
load_predict_batch,77,6152
load_predict_batch,78,7445
load_predict_batch,79,8580
load_predict_batch,80,8067
load_predict_batch,81,7424
load_predict_batch,82,9379
load_predict_batch,83,8627
load_predict_batch,84,7553
load_predict_batch,85,8720
load_predict_batch,86,8831
load_predict_batch,87,8756
load_predict_batch,88,8722
load_predict_batch,89,8730
load_predict_batch,90,8516
load_predict_batch,91,8642
