event,occurrence,microseconds
dataset_materialize,1,1556
dataset_prepare,1,3303
load_predict_batch,1,8060
load_predict_batch,2,2705
load_predict_batch,3,11375
load_predict_batch,4,5065
load_predict_batch,5,14227
load_predict_batch,6,13670
load_predict_batch,7,9198
load_predict_batch,8,14390
load_predict_batch,9,9091
load_predict_batch,10,10341
load_predict_batch,11,15540
load_predict_batch,12,17975
load_predict_batch,13,16938
load_predict_batch,14,18011
load_predict_batch,15,17398
load_predict_batch,16,16163
load_predict_batch,17,10533
load_predict_batch,18,13999
load_predict_batch,19,10034
load_predict_batch,20,21382
load_predict_batch,21,9477
load_predict_batch,22,17531
load_predict_batch,23,16638
load_predict_batch,24,9422
load_predict_batch,25,17158
load_predict_batch,26,8819
load_predict_batch,27,18595
load_predict_batch,28,8752
load_predict_batch,29,15225
load_predict_batch,30,9174
load_predict_batch,31,15288
load_predict_batch,32,7921
load_predict_batch,33,10178
load_predict_batch,34,16657
load_predict_batch,35,9180
load_predict_batch,36,18560
load_predict_batch,37,8892
load_predict_batch,38,15547
load_predict_batch,39,10396
load_predict_batch,40,16270
load_predict_batch,41,9860
load_predict_batch,42,15493
load_predict_batch,43,9361
load_predict_batch,44,16462
load_predict_batch,45,17386
load_predict_batch,46,8709
load_predict_batch,47,14912
load_predict_batch,48,8676
load_predict_batch,49,17220
load_predict_batch,50,13963
load_predict_batch,51,10058
load_predict_batch,52,19050
load_predict_batch,53,8510
load_predict_batch,54,15830
load_predict_batch,55,9244
load_predict_batch,56,16272
load_predict_batch,57,8840
load_predict_batch,58,15472
load_predict_batch,59,9200
load_predict_batch,60,15857
load_predict_batch,61,9919
load_predict_batch,62,18515
load_predict_batch,63,9344
load_predict_batch,64,15817
load_predict_batch,65,10233
load_predict_batch,66,14382
load_predict_batch,67,15571
load_predict_batch,68,14443
load_predict_batch,69,12666
load_predict_batch,70,9528
load_predict_batch,71,15302
load_predict_batch,72,8890
load_predict_batch,73,18214
load_predict_batch,74,17092
load_predict_batch,75,9123
load_predict_batch,76,15831
load_predict_batch,77,8264
load_predict_batch,78,18524
load_predict_batch,79,8701
load_predict_batch,80,15537
load_predict_batch,81,9049
load_predict_batch,82,15696
