event,occurrence,microseconds
dataset_materialize,1,2116
dataset_prepare,1,4174
load_predict_batch,1,8575
load_predict_batch,2,3099
load_predict_batch,3,10585
load_predict_batch,4,5561
load_predict_batch,5,6937
load_predict_batch,6,9744
load_predict_batch,7,9775
load_predict_batch,8,19069
load_predict_batch,9,9575
load_predict_batch,10,16240
load_predict_batch,11,10218
load_predict_batch,12,16188
load_predict_batch,13,10116
load_predict_batch,14,14932
load_predict_batch,15,10046
load_predict_batch,16,16617
load_predict_batch,17,9301
load_predict_batch,18,15531
load_predict_batch,19,9059
load_predict_batch,20,9348
load_predict_batch,21,15627
load_predict_batch,22,10356
load_predict_batch,23,18021
load_predict_batch,24,9276
load_predict_batch,25,15352
load_predict_batch,26,9609
load_predict_batch,27,15509
load_predict_batch,28,10067
load_predict_batch,29,14952
load_predict_batch,30,15721
load_predict_batch,31,14017
load_predict_batch,32,9578
load_predict_batch,33,15709
load_predict_batch,34,9783
load_predict_batch,35,15765
load_predict_batch,36,9363
load_predict_batch,37,15157
load_predict_batch,38,14844
load_predict_batch,39,9789
load_predict_batch,40,15493
load_predict_batch,41,8891
load_predict_batch,42,15421
load_predict_batch,43,13753
load_predict_batch,44,9086
load_predict_batch,45,15486
load_predict_batch,46,10168
load_predict_batch,47,15728
load_predict_batch,48,8966
load_predict_batch,49,16015
load_predict_batch,50,11456
load_predict_batch,51,18522
load_predict_batch,52,8808
load_predict_batch,53,16429
load_predict_batch,54,9109
load_predict_batch,55,16593
load_predict_batch,56,15673
load_predict_batch,57,13872
load_predict_batch,58,28571
load_predict_batch,59,10825
load_predict_batch,60,16579
load_predict_batch,61,9672
load_predict_batch,62,15750
load_predict_batch,63,8962
load_predict_batch,64,18924
load_predict_batch,65,9379
load_predict_batch,66,16983
load_predict_batch,67,9386
load_predict_batch,68,16681
load_predict_batch,69,9679
load_predict_batch,70,17191
load_predict_batch,71,9873
load_predict_batch,72,16948
load_predict_batch,73,10393
load_predict_batch,74,16854
load_predict_batch,75,11426
load_predict_batch,76,15088
load_predict_batch,77,12645
load_predict_batch,78,15336
load_predict_batch,79,10021
load_predict_batch,80,17615
load_predict_batch,81,11039
load_predict_batch,82,7798
load_predict_batch,83,17492
load_predict_batch,84,8823
load_predict_batch,85,11467
load_predict_batch,86,16046
load_predict_batch,87,9368
load_predict_batch,88,26918
load_predict_batch,89,9092
load_predict_batch,90,12231
load_predict_batch,91,9324
load_predict_batch,92,13443
load_predict_batch,93,11867
load_predict_batch,94,9067
load_predict_batch,95,12083
load_predict_batch,96,9493
load_predict_batch,97,11640
load_predict_batch,98,9178
load_predict_batch,99,11395
load_predict_batch,100,8862
load_predict_batch,101,15311
load_predict_batch,102,10092
load_predict_batch,103,12452
load_predict_batch,104,10070
load_predict_batch,105,21411
load_predict_batch,106,12436
load_predict_batch,107,13097
load_predict_batch,108,9299
load_predict_batch,109,11908
load_predict_batch,110,6278
load_predict_batch,111,12785
load_predict_batch,112,6713
load_predict_batch,113,11561
load_predict_batch,114,11526
load_predict_batch,115,5802
load_predict_batch,116,11138
load_predict_batch,117,5890
load_predict_batch,118,11063
load_predict_batch,119,5071
load_predict_batch,120,8242
load_predict_batch,121,11793
load_predict_batch,122,8672
load_predict_batch,123,13539
load_predict_batch,124,8577
load_predict_batch,125,12708
load_predict_batch,126,10304
load_predict_batch,127,15719
load_predict_batch,128,9848
load_predict_batch,129,15654
load_predict_batch,130,8991
load_predict_batch,131,14339
load_predict_batch,132,11604
load_predict_batch,133,9113
load_predict_batch,134,11769
load_predict_batch,135,8615
load_predict_batch,136,11937
load_predict_batch,137,8813
load_predict_batch,138,11471
load_predict_batch,139,10679
load_predict_batch,140,8606
load_predict_batch,141,10173
load_predict_batch,142,9336
load_predict_batch,143,12178
load_predict_batch,144,12410
load_predict_batch,145,6104
load_predict_batch,146,14598
load_predict_batch,147,13836
load_predict_batch,148,10315
load_predict_batch,149,17002
load_predict_batch,150,8875
load_predict_batch,151,15345
load_predict_batch,152,6101
load_predict_batch,153,12235
load_predict_batch,154,13918
load_predict_batch,155,6119
load_predict_batch,156,14401
load_predict_batch,157,8461
load_predict_batch,158,14809
load_predict_batch,159,15147
load_predict_batch,160,9663
load_predict_batch,161,14556
load_predict_batch,162,6078
load_predict_batch,163,15229
load_predict_batch,164,5994
load_predict_batch,165,8940
load_predict_batch,166,12156
load_predict_batch,167,12221
load_predict_batch,168,6178
load_predict_batch,169,12580
load_predict_batch,170,5708
load_predict_batch,171,12827
load_predict_batch,172,6931
load_predict_batch,173,8722
load_predict_batch,174,14016
load_predict_batch,175,12495
load_predict_batch,176,11292
load_predict_batch,177,8815
load_predict_batch,178,11986
load_predict_batch,179,9189
load_predict_batch,180,13568
load_predict_batch,181,8512
load_predict_batch,182,17850
load_predict_batch,183,9123
load_predict_batch,184,14393
load_predict_batch,185,9011
load_predict_batch,186,15341
load_predict_batch,187,8767
load_predict_batch,188,24821
load_predict_batch,189,14354
load_predict_batch,190,7964
load_predict_batch,191,15317
load_predict_batch,192,8749
load_predict_batch,193,13087
