event,occurrence,microseconds
dataset_materialize,1,2781
dataset_prepare,1,5722
load_predict_batch,1,8426
load_predict_batch,2,4981
load_predict_batch,3,10630
load_predict_batch,4,5487
load_predict_batch,5,6538
load_predict_batch,6,9121
load_predict_batch,7,9677
load_predict_batch,8,11671
load_predict_batch,9,14826
load_predict_batch,10,15147
load_predict_batch,11,9007
load_predict_batch,12,9472
load_predict_batch,13,9044
load_predict_batch,14,9866
load_predict_batch,15,9717
load_predict_batch,16,9641
load_predict_batch,17,9241
load_predict_batch,18,9332
load_predict_batch,19,9144
load_predict_batch,20,9498
load_predict_batch,21,9351
load_predict_batch,22,11700
load_predict_batch,23,11551
load_predict_batch,24,8869
load_predict_batch,25,12330
load_predict_batch,26,11766
load_predict_batch,27,8781
load_predict_batch,28,14930
load_predict_batch,29,8754
load_predict_batch,30,14882
load_predict_batch,31,9339
load_predict_batch,32,15736
load_predict_batch,33,8646
load_predict_batch,34,18108
load_predict_batch,35,8935
load_predict_batch,36,14919
load_predict_batch,37,11797
load_predict_batch,38,16732
load_predict_batch,39,9347
load_predict_batch,40,15030
load_predict_batch,41,8587
load_predict_batch,42,8769
load_predict_batch,43,14827
load_predict_batch,44,9007
load_predict_batch,45,16170
load_predict_batch,46,8831
load_predict_batch,47,15746
load_predict_batch,48,9098
load_predict_batch,49,15982
load_predict_batch,50,9884
load_predict_batch,51,16326
load_predict_batch,52,13653
load_predict_batch,53,8923
load_predict_batch,54,16538
load_predict_batch,55,9057
load_predict_batch,56,15355
load_predict_batch,57,8919
load_predict_batch,58,15227
load_predict_batch,59,8543
load_predict_batch,60,18266
load_predict_batch,61,8660
load_predict_batch,62,16182
load_predict_batch,63,9115
load_predict_batch,64,16128
load_predict_batch,65,9294
load_predict_batch,66,15379
load_predict_batch,67,9325
load_predict_batch,68,14684
load_predict_batch,69,9180
load_predict_batch,70,15881
load_predict_batch,71,9301
load_predict_batch,72,15174
load_predict_batch,73,8724
load_predict_batch,74,16441
load_predict_batch,75,9012
load_predict_batch,76,15317
load_predict_batch,77,9308
load_predict_batch,78,15939
load_predict_batch,79,14199
load_predict_batch,80,8752
load_predict_batch,81,15294
load_predict_batch,82,8973
load_predict_batch,83,17396
load_predict_batch,84,24601
load_predict_batch,85,12433
load_predict_batch,86,16320
load_predict_batch,87,9329
load_predict_batch,88,16160
load_predict_batch,89,8570
load_predict_batch,90,15824
load_predict_batch,91,9177
load_predict_batch,92,16266
load_predict_batch,93,15351
load_predict_batch,94,8571
load_predict_batch,95,15907
load_predict_batch,96,15129
load_predict_batch,97,13207
load_predict_batch,98,8795
load_predict_batch,99,15143
load_predict_batch,100,8964
load_predict_batch,101,16289
load_predict_batch,102,8920
load_predict_batch,103,16386
load_predict_batch,104,8989
load_predict_batch,105,15279
load_predict_batch,106,8879
load_predict_batch,107,14618
load_predict_batch,108,14634
load_predict_batch,109,9265
load_predict_batch,110,15479
load_predict_batch,111,13455
load_predict_batch,112,8892
load_predict_batch,113,14610
load_predict_batch,114,38891
load_predict_batch,115,9265
load_predict_batch,116,13820
load_predict_batch,117,9211
load_predict_batch,118,16231
load_predict_batch,119,8527
load_predict_batch,120,10754
load_predict_batch,121,15321
load_predict_batch,122,14650
load_predict_batch,123,9234
load_predict_batch,124,15715
load_predict_batch,125,9604
load_predict_batch,126,15242
load_predict_batch,127,9026
load_predict_batch,128,16032
load_predict_batch,129,8985
