event,occurrence,microseconds
dataset_materialize,1,1796
dataset_prepare,1,3414
load_predict_batch,1,8645
load_predict_batch,2,7029
load_predict_batch,3,10693
load_predict_batch,4,6611
load_predict_batch,5,8341
load_predict_batch,6,9319
load_predict_batch,7,9578
load_predict_batch,8,18177
load_predict_batch,9,8806
load_predict_batch,10,16122
load_predict_batch,11,9784
load_predict_batch,12,16894
load_predict_batch,13,15176
load_predict_batch,14,9323
load_predict_batch,15,15813
load_predict_batch,16,9422
load_predict_batch,17,15517
load_predict_batch,18,9467
load_predict_batch,19,9787
load_predict_batch,20,15399
load_predict_batch,21,8984
load_predict_batch,22,15859
load_predict_batch,23,9638
load_predict_batch,24,15715
load_predict_batch,25,9436
load_predict_batch,26,16071
load_predict_batch,27,8858
load_predict_batch,28,9120
load_predict_batch,29,15891
load_predict_batch,30,10352
load_predict_batch,31,16369
load_predict_batch,32,9704
load_predict_batch,33,9594
load_predict_batch,34,15666
load_predict_batch,35,10421
load_predict_batch,36,17152
load_predict_batch,37,9610
load_predict_batch,38,16650
load_predict_batch,39,9818
load_predict_batch,40,16527
load_predict_batch,41,9314
load_predict_batch,42,16270
load_predict_batch,43,9405
load_predict_batch,44,16135
load_predict_batch,45,9455
load_predict_batch,46,10380
load_predict_batch,47,16514
load_predict_batch,48,8510
load_predict_batch,49,10743
load_predict_batch,50,17794
load_predict_batch,51,9193
load_predict_batch,52,15985
load_predict_batch,53,10538
load_predict_batch,54,13163
load_predict_batch,55,11943
load_predict_batch,56,6455
load_predict_batch,57,8137
load_predict_batch,58,13193
load_predict_batch,59,7800
load_predict_batch,60,14528
load_predict_batch,61,9004
load_predict_batch,62,15900
load_predict_batch,63,11612
load_predict_batch,64,16465
load_predict_batch,65,15212
load_predict_batch,66,10953
load_predict_batch,67,16184
load_predict_batch,68,9463
load_predict_batch,69,16447
load_predict_batch,70,10108
load_predict_batch,71,26925
load_predict_batch,72,17190
load_predict_batch,73,10899
load_predict_batch,74,16592
load_predict_batch,75,14316
load_predict_batch,76,9173
load_predict_batch,77,14896
load_predict_batch,78,9386
load_predict_batch,79,19236
load_predict_batch,80,9022
load_predict_batch,81,15595
load_predict_batch,82,9069
load_predict_batch,83,15589
load_predict_batch,84,9683
load_predict_batch,85,18874
load_predict_batch,86,9546
load_predict_batch,87,16103
load_predict_batch,88,9622
load_predict_batch,89,16271
load_predict_batch,90,9512
load_predict_batch,91,16510
load_predict_batch,92,19357
load_predict_batch,93,31159
load_predict_batch,94,9541
load_predict_batch,95,15019
load_predict_batch,96,13553
load_predict_batch,97,9446
load_predict_batch,98,15628
load_predict_batch,99,9414
load_predict_batch,100,9676
load_predict_batch,101,17107
load_predict_batch,102,8748
load_predict_batch,103,18985
load_predict_batch,104,9025
load_predict_batch,105,9882
load_predict_batch,106,13874
load_predict_batch,107,11442
load_predict_batch,108,17187
load_predict_batch,109,11283
load_predict_batch,110,26309
load_predict_batch,111,14706
load_predict_batch,112,17381
load_predict_batch,113,15915
load_predict_batch,114,16886
load_predict_batch,115,10425
load_predict_batch,116,15166
load_predict_batch,117,9511
load_predict_batch,118,15451
load_predict_batch,119,11502
load_predict_batch,120,15935
load_predict_batch,121,16324
load_predict_batch,122,11061
load_predict_batch,123,15680
load_predict_batch,124,9638
load_predict_batch,125,15000
load_predict_batch,126,10264
load_predict_batch,127,17983
load_predict_batch,128,11082
load_predict_batch,129,16177
load_predict_batch,130,11032
load_predict_batch,131,16349
load_predict_batch,132,8615
load_predict_batch,133,15922
load_predict_batch,134,9065
load_predict_batch,135,16476
load_predict_batch,136,8719
load_predict_batch,137,19658
load_predict_batch,138,8837
load_predict_batch,139,16380
load_predict_batch,140,9033
load_predict_batch,141,17232
load_predict_batch,142,9512
load_predict_batch,143,16305
load_predict_batch,144,9089
load_predict_batch,145,15535
load_predict_batch,146,9549
load_predict_batch,147,16599
load_predict_batch,148,18095
load_predict_batch,149,23200
load_predict_batch,150,12766
load_predict_batch,151,15524
load_predict_batch,152,8800
load_predict_batch,153,18790
load_predict_batch,154,9097
load_predict_batch,155,15368
load_predict_batch,156,9103
load_predict_batch,157,17297
load_predict_batch,158,9230
load_predict_batch,159,15962
load_predict_batch,160,8748
load_predict_batch,161,16462
load_predict_batch,162,9024
load_predict_batch,163,17209
load_predict_batch,164,9594
load_predict_batch,165,15811
load_predict_batch,166,14957
load_predict_batch,167,9048
load_predict_batch,168,15609
load_predict_batch,169,9047
load_predict_batch,170,17849
load_predict_batch,171,8651
load_predict_batch,172,15832
load_predict_batch,173,8909
load_predict_batch,174,15149
load_predict_batch,175,9197
load_predict_batch,176,18895
