event,occurrence,microseconds
dataset_materialize,1,1276
dataset_prepare,1,2917
load_predict_batch,1,7921
load_predict_batch,2,2616
load_predict_batch,3,10575
load_predict_batch,4,11480
load_predict_batch,5,9558
load_predict_batch,6,13790
load_predict_batch,7,17061
load_predict_batch,8,14790
load_predict_batch,9,18905
load_predict_batch,10,8761
load_predict_batch,11,14894
load_predict_batch,12,8670
load_predict_batch,13,16005
load_predict_batch,14,8203
load_predict_batch,15,16426
load_predict_batch,16,8743
load_predict_batch,17,16413
load_predict_batch,18,8736
load_predict_batch,19,15628
load_predict_batch,20,8843
load_predict_batch,21,20702
load_predict_batch,22,8579
load_predict_batch,23,17174
load_predict_batch,24,8586
load_predict_batch,25,16778
load_predict_batch,26,5978
load_predict_batch,27,16090
load_predict_batch,28,8551
load_predict_batch,29,15506
load_predict_batch,30,8969
load_predict_batch,31,16645
load_predict_batch,32,8487
load_predict_batch,33,18456
load_predict_batch,34,8393
load_predict_batch,35,15218
load_predict_batch,36,9021
load_predict_batch,37,15605
load_predict_batch,38,8669
load_predict_batch,39,18166
load_predict_batch,40,8878
load_predict_batch,41,16019
load_predict_batch,42,8949
load_predict_batch,43,15964
load_predict_batch,44,8941
load_predict_batch,45,16811
load_predict_batch,46,8915
load_predict_batch,47,16250
load_predict_batch,48,9106
load_predict_batch,49,16318
load_predict_batch,50,8938
load_predict_batch,51,15026
load_predict_batch,52,16962
load_predict_batch,53,9319
load_predict_batch,54,17545
load_predict_batch,55,8703
load_predict_batch,56,16064
load_predict_batch,57,8344
load_predict_batch,58,10231
load_predict_batch,59,15702
load_predict_batch,60,9136
load_predict_batch,61,16374
load_predict_batch,62,8711
load_predict_batch,63,16443
load_predict_batch,64,9238
load_predict_batch,65,16601
load_predict_batch,66,8565
load_predict_batch,67,18481
load_predict_batch,68,9196
load_predict_batch,69,17765
load_predict_batch,70,9946
load_predict_batch,71,16321
load_predict_batch,72,8503
load_predict_batch,73,16671
load_predict_batch,74,14613
load_predict_batch,75,8547
load_predict_batch,76,15082
load_predict_batch,77,9078
load_predict_batch,78,14660
load_predict_batch,79,8787
load_predict_batch,80,16139
load_predict_batch,81,9072
load_predict_batch,82,16057
load_predict_batch,83,9160
load_predict_batch,84,14771
load_predict_batch,85,8807
load_predict_batch,86,16349
load_predict_batch,87,8991
load_predict_batch,88,15764
load_predict_batch,89,8774
load_predict_batch,90,16262
load_predict_batch,91,8707
load_predict_batch,92,21541
load_predict_batch,93,8647
load_predict_batch,94,18759
load_predict_batch,95,9266
load_predict_batch,96,11964
load_predict_batch,97,9652
load_predict_batch,98,15681
load_predict_batch,99,9431
load_predict_batch,100,17214
load_predict_batch,101,9425
load_predict_batch,102,28096
load_predict_batch,103,14417
load_predict_batch,104,7110
load_predict_batch,105,16810
load_predict_batch,106,10405
load_predict_batch,107,13040
load_predict_batch,108,5644
load_predict_batch,109,13436
load_predict_batch,110,9788
load_predict_batch,111,12039
load_predict_batch,112,11416
load_predict_batch,113,9300
load_predict_batch,114,14045
load_predict_batch,115,9456
load_predict_batch,116,16245
load_predict_batch,117,9039
load_predict_batch,118,15376
load_predict_batch,119,8951
load_predict_batch,120,18886
load_predict_batch,121,16613
load_predict_batch,122,26328
load_predict_batch,123,11453
load_predict_batch,124,15662
load_predict_batch,125,8750
load_predict_batch,126,17804
load_predict_batch,127,9408
load_predict_batch,128,16544
load_predict_batch,129,8658
load_predict_batch,130,17953
load_predict_batch,131,9301
load_predict_batch,132,17160
load_predict_batch,133,9112
load_predict_batch,134,16364
load_predict_batch,135,16709
load_predict_batch,136,9420
load_predict_batch,137,15986
load_predict_batch,138,14615
load_predict_batch,139,8813
load_predict_batch,140,15139
load_predict_batch,141,9478
load_predict_batch,142,15883
load_predict_batch,143,9194
load_predict_batch,144,19160
load_predict_batch,145,9444
load_predict_batch,146,16157
load_predict_batch,147,9198
load_predict_batch,148,16925
load_predict_batch,149,9025
load_predict_batch,150,9233
load_predict_batch,151,16579
load_predict_batch,152,15005
load_predict_batch,153,9448
load_predict_batch,154,16047
load_predict_batch,155,14430
load_predict_batch,156,9357
load_predict_batch,157,15849
load_predict_batch,158,9314
load_predict_batch,159,14932
load_predict_batch,160,8986
load_predict_batch,161,8322
load_predict_batch,162,16534
load_predict_batch,163,8637
load_predict_batch,164,16580
load_predict_batch,165,9213
load_predict_batch,166,21902
load_predict_batch,167,17836
load_predict_batch,168,17648
load_predict_batch,169,8937
load_predict_batch,170,15294
load_predict_batch,171,17708
load_predict_batch,172,9509
load_predict_batch,173,15529
load_predict_batch,174,13557
load_predict_batch,175,8792
load_predict_batch,176,15278
load_predict_batch,177,8789
load_predict_batch,178,15487
load_predict_batch,179,8133
load_predict_batch,180,16509
load_predict_batch,181,8433
load_predict_batch,182,16531
load_predict_batch,183,17074
load_predict_batch,184,14805
load_predict_batch,185,8524
load_predict_batch,186,15067
load_predict_batch,187,8746
load_predict_batch,188,16891
load_predict_batch,189,8793
load_predict_batch,190,15143
load_predict_batch,191,8880
load_predict_batch,192,16362
load_predict_batch,193,8535
load_predict_batch,194,16964
load_predict_batch,195,15809
load_predict_batch,196,14583
load_predict_batch,197,8382
load_predict_batch,198,15004
load_predict_batch,199,9184
load_predict_batch,200,15653
load_predict_batch,201,14937
load_predict_batch,202,8775
load_predict_batch,203,15104
load_predict_batch,204,8983
load_predict_batch,205,14807
load_predict_batch,206,9058
load_predict_batch,207,15725
load_predict_batch,208,8709
load_predict_batch,209,9866
load_predict_batch,210,15833
load_predict_batch,211,15745
load_predict_batch,212,8487
load_predict_batch,213,14726
load_predict_batch,214,9147
load_predict_batch,215,14506
load_predict_batch,216,13375
load_predict_batch,217,8991
load_predict_batch,218,14556
load_predict_batch,219,13481
load_predict_batch,220,8776
load_predict_batch,221,14882
load_predict_batch,222,8723
load_predict_batch,223,16571
load_predict_batch,224,8466
load_predict_batch,225,15212
load_predict_batch,226,14966
load_predict_batch,227,8448
load_predict_batch,228,14497
load_predict_batch,229,8556
